ID,Time,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7
11,168599,0,41,,,,,,
192,168609,166,1,0,0,0,1,0,0
12,168624,3,17,,,,,,
192,168639,248,0,0,0,0,1,0,0
192,168649,0,0,0,0,0,0,0,0
11,168650,0,40,,,,,,
15,168650,1,,,,,,,
192,168669,0,0,0,0,0,1,0,0
192,168699,0,0,0,0,0,1,0,0
11,168700,0,38,,,,,,
12,168700,3,18,,,,,,
192,168729,0,0,0,0,0,1,0,0
15,168749,1,,,,,,,
11,168749,0,37,,,,,,
192,168759,0,0,0,0,0,1,0,0
12,168774,3,17,,,,,,
192,168789,0,0,0,0,0,1,0,0
11,168799,0,39,,,,,,
192,168819,0,0,0,0,0,1,0,0
11,168849,0,37,,,,,,
12,168849,3,18,,,,,,
15,168850,1,,,,,,,
192,168850,0,0,0,0,0,1,0,0
192,168879,0,0,0,0,0,1,0,0
11,168899,0,38,,,,,,
192,168909,0,0,0,0,0,1,0,0
12,168924,3,18,,,,,,
192,168939,0,0,0,0,0,1,0,0
11,168949,0,36,,,,,,
15,168949,1,,,,,,,
192,168969,0,0,0,0,0,1,0,0
192,168999,0,0,0,0,0,1,0,0
11,169000,0,39,,,,,,
12,169000,3,17,,,,,,
192,169029,0,0,0,0,0,1,0,0
11,169049,0,37,,,,,,
15,169049,1,,,,,,,
192,169059,0,0,0,0,0,1,0,0
12,169074,3,18,,,,,,
192,169089,0,0,0,0,0,1,0,0
11,169099,0,39,,,,,,
192,169119,0,0,0,0,0,1,0,0
12,169149,3,18,,,,,,
11,169149,0,37,,,,,,
15,169150,1,,,,,,,
192,169150,0,0,0,0,0,1,0,0
192,169179,0,0,0,0,0,1,0,0
11,169199,0,39,,,,,,
192,169209,0,0,0,0,0,1,0,0
12,169224,3,18,,,,,,
192,169239,0,0,0,0,0,1,0,0
15,169249,1,,,,,,,
11,169249,0,42,,,,,,
192,169250,0,0,0,0,1,0,0,0
192,169269,0,0,0,0,0,1,0,0
12,169299,3,18,,,,,,
11,169299,0,37,,,,,,
192,169300,0,0,0,0,0,0,0,0
192,169300,0,0,0,0,0,1,0,0
192,169329,0,0,0,0,0,1,0,0
11,169349,0,39,,,,,,
15,169349,1,,,,,,,
192,169359,0,0,0,0,0,1,0,0
12,169374,3,18,,,,,,
192,169389,0,0,0,0,0,1,0,0
11,169399,0,39,,,,,,
192,169419,0,0,0,0,0,1,0,0
192,169449,0,0,0,0,0,1,0,0
11,169450,0,38,,,,,,
12,169450,3,17,,,,,,
15,169450,1,,,,,,,
192,169479,0,0,0,0,0,1,0,0
11,169499,0,40,,,,,,
192,169509,0,0,0,0,0,1,0,0
12,169524,3,18,,,,,,
192,169539,0,0,0,0,0,1,0,0
15,169549,1,,,,,,,
11,169549,0,38,,,,,,
192,169569,0,0,0,0,0,1,0,0
11,169599,0,39,,,,,,
12,169599,3,18,,,,,,
192,169600,0,0,0,0,0,1,0,0
192,169629,0,0,0,0,0,1,0,0
11,169649,0,40,,,,,,
15,169649,1,,,,,,,
192,169659,0,0,0,0,0,1,0,0
12,169674,3,18,,,,,,
192,169689,0,0,0,0,0,1,0,0
11,169699,0,39,,,,,,
192,169719,0,0,0,0,0,1,0,0
192,169749,0,0,0,0,0,1,0,0
11,169750,0,41,,,,,,
12,169750,3,18,,,,,,
15,169750,1,,,,,,,
192,169751,0,0,0,0,1,0,0,0
192,169779,0,0,0,0,0,1,0,0
192,169799,0,0,0,0,0,0,0,0
11,169800,0,40,,,,,,
192,169809,0,0,0,0,0,1,0,0
12,169824,3,17,,,,,,
192,169839,0,0,0,0,0,1,0,0
11,169849,0,38,,,,,,
15,169849,1,,,,,,,
192,169869,0,0,0,0,0,1,0,0
192,169899,0,0,0,0,0,1,0,0
11,169900,0,40,,,,,,
12,169900,3,18,,,,,,
192,169929,0,0,0,0,0,1,0,0
11,169949,0,39,,,,,,
15,169949,1,,,,,,,
192,169959,0,0,0,0,0,1,0,0
12,169974,3,18,,,,,,
192,169989,0,0,0,0,0,1,0,0
11,169999,0,38,,,,,,
192,170019,0,0,0,0,0,1,0,0
192,170049,0,0,0,0,0,1,0,0
11,170050,0,39,,,,,,
12,170050,3,17,,,,,,
15,170050,1,,,,,,,
192,170079,0,0,0,0,0,1,0,0
11,170099,0,37,,,,,,
192,170109,0,0,0,0,0,1,0,0
12,170124,3,18,,,,,,
192,170139,0,0,0,0,0,1,0,0
15,170149,1,,,,,,,
11,170149,0,38,,,,,,
192,170169,0,0,0,0,0,1,0,0
11,170199,0,40,,,,,,
12,170199,3,17,,,,,,
192,170200,0,0,0,0,0,1,0,0
192,170229,0,0,0,0,0,1,0,0
192,170249,0,0,0,0,1,0,0,0
11,170250,0,41,,,,,,
15,170250,1,,,,,,,
192,170259,0,0,0,0,0,1,0,0
12,170274,3,18,,,,,,
192,170289,0,0,0,0,0,1,0,0
192,170299,0,0,0,0,0,0,0,0
11,170300,0,40,,,,,,
192,170319,0,0,0,0,0,1,0,0
192,170349,0,0,0,0,0,1,0,0
11,170350,0,39,,,,,,
12,170350,3,18,,,,,,
15,170350,1,,,,,,,
192,170379,0,0,0,0,0,1,0,0
11,170399,0,40,,,,,,
192,170409,0,0,0,0,0,1,0,0
12,170424,3,17,,,,,,
192,170439,0,0,0,0,0,1,0,0
15,170449,1,,,,,,,
11,170449,0,37,,,,,,
192,170469,0,0,0,0,0,1,0,0
192,170499,0,0,0,0,1,0,0,0
11,170500,0,42,,,,,,
12,170500,3,18,,,,,,
192,170500,0,0,0,0,0,1,0,0
192,170529,0,0,0,0,0,1,0,0
192,170549,0,0,0,0,0,0,0,0
11,170550,0,38,,,,,,
15,170550,1,,,,,,,
192,170559,0,0,0,0,0,1,0,0
12,170574,3,17,,,,,,
192,170589,0,0,0,0,0,1,0,0
192,170599,0,0,0,0,1,0,0,0
11,170600,0,42,,,,,,
192,170619,0,0,0,0,0,1,0,0
12,170649,3,17,,,,,,
11,170649,0,40,,,,,,
15,170650,1,,,,,,,
192,170650,0,0,0,0,0,0,0,0
192,170651,0,0,0,0,0,1,0,0
192,170679,0,0,0,0,0,1,0,0
11,170699,0,38,,,,,,
192,170709,0,0,0,0,0,1,0,0
12,170724,3,17,,,,,,
192,170739,0,0,0,0,0,1,0,0
11,170749,0,39,,,,,,
15,170749,1,,,,,,,
192,170769,0,0,0,0,0,1,0,0
192,170799,0,0,0,0,0,1,0,0
11,170800,0,35,,,,,,
12,170800,3,17,,,,,,
192,170829,0,0,0,0,0,1,0,0
11,170849,0,40,,,,,,
15,170849,1,,,,,,,
192,170859,0,0,0,0,0,1,0,0
12,170874,3,17,,,,,,
192,170889,0,0,0,0,0,1,0,0
11,170899,0,38,,,,,,
192,170919,0,0,0,0,0,1,0,0
11,170949,0,40,,,,,,
12,170949,3,18,,,,,,
15,170950,1,,,,,,,
192,170950,0,0,0,0,0,1,0,0
192,170979,0,0,0,0,0,1,0,0
11,170999,0,38,,,,,,
192,171009,0,0,0,0,0,1,0,0
12,171024,3,17,,,,,,
192,171039,0,0,0,0,0,1,0,0
11,171049,0,39,,,,,,
15,171049,1,,,,,,,
192,171069,0,0,0,0,0,1,0,0
192,171099,0,0,0,0,0,1,0,0
11,171100,0,39,,,,,,
12,171100,3,18,,,,,,
192,171129,0,0,0,0,0,1,0,0
11,171149,0,40,,,,,,
15,171149,1,,,,,,,
192,171159,0,0,0,0,0,1,0,0
12,171174,3,17,,,,,,
192,171189,0,0,0,0,0,1,0,0
11,171199,0,37,,,,,,
192,171219,0,0,0,0,0,1,0,0
12,171249,3,18,,,,,,
11,171249,0,39,,,,,,
15,171250,1,,,,,,,
192,171250,0,0,0,0,0,1,0,0
192,171279,0,0,0,0,0,1,0,0
11,171299,0,39,,,,,,
192,171309,0,0,0,0,0,1,0,0
12,171324,3,17,,,,,,
192,171339,0,0,0,0,0,1,0,0
15,171349,1,,,,,,,
11,171349,0,40,,,,,,
192,171369,0,0,0,0,0,1,0,0
11,171399,0,40,,,,,,
12,171399,3,18,,,,,,
192,171400,0,0,0,0,0,1,0,0
192,171429,0,0,0,0,0,1,0,0
11,171449,0,34,,,,,,
15,171449,1,,,,,,,
192,171459,0,0,0,0,0,1,0,0
12,171474,3,18,,,,,,
192,171489,0,0,0,0,0,1,0,0
11,171499,0,40,,,,,,
192,171519,0,0,0,0,0,1,0,0
192,171549,0,0,0,0,0,1,0,0
11,171550,0,40,,,,,,
12,171550,3,17,,,,,,
15,171550,1,,,,,,,
192,171579,0,0,0,0,0,1,0,0
192,171599,0,0,0,0,1,0,0,0
11,171600,0,41,,,,,,
192,171609,0,0,0,0,0,1,0,0
12,171624,3,17,,,,,,
192,171639,0,0,0,0,0,1,0,0
15,171649,1,,,,,,,
11,171649,0,38,,,,,,
192,171650,0,0,0,0,0,0,0,0
192,171669,0,0,0,0,0,1,0,0
192,171699,0,0,0,0,0,1,0,0
11,171700,0,37,,,,,,
12,171700,3,18,,,,,,
192,171729,0,0,0,0,0,1,0,0
192,171749,0,0,0,0,1,0,0,0
11,171750,0,41,,,,,,
15,171750,1,,,,,,,
192,171759,0,0,0,0,0,1,0,0
12,171774,3,17,,,,,,
192,171789,0,0,0,0,0,1,0,0
192,171799,0,0,0,0,0,0,0,0
11,171800,0,39,,,,,,
192,171819,0,0,0,0,0,1,0,0
192,171849,0,0,0,0,0,1,0,0
11,171850,0,41,,,,,,
12,171850,3,18,,,,,,
15,171850,1,,,,,,,
192,171851,0,0,0,0,1,0,0,0
192,171879,0,0,0,0,0,1,0,0
192,171899,0,0,0,0,0,0,0,0
11,171900,0,38,,,,,,
192,171909,0,0,0,0,0,1,0,0
12,171924,3,17,,,,,,
192,171939,0,0,0,0,0,1,0,0
15,171949,1,,,,,,,
11,171949,0,42,,,,,,
192,171950,0,0,0,0,1,0,0,0
192,171969,0,0,0,0,0,1,0,0
12,171999,3,18,,,,,,
11,171999,0,42,,,,,,
192,172000,0,0,0,0,0,1,0,0
192,172029,0,0,0,0,0,1,0,0
15,172049,1,,,,,,,
11,172049,0,37,,,,,,
192,172050,0,0,0,0,0,0,0,0
192,172059,0,0,0,0,0,1,0,0
12,172074,3,18,,,,,,
192,172089,0,0,0,0,0,1,0,0
11,172099,0,38,,,,,,
192,172119,0,0,0,0,0,1,0,0
12,172149,3,17,,,,,,
11,172149,0,41,,,,,,
15,172150,1,,,,,,,
192,172150,0,0,0,0,1,0,0,0
192,172151,0,0,0,0,0,1,0,0
192,172179,0,0,0,0,0,1,0,0
192,172199,0,0,0,0,0,0,0,0
11,172200,0,39,,,,,,
192,172209,0,0,0,0,0,1,0,0
12,172224,3,18,,,,,,
192,172239,0,0,0,0,0,1,0,0
11,172249,0,40,,,,,,
15,172249,1,,,,,,,
192,172269,0,0,0,0,0,1,0,0
12,172299,3,18,,,,,,
11,172299,0,41,,,,,,
192,172300,0,0,0,0,1,0,0,0
192,172300,0,0,0,0,0,1,0,0
192,172329,0,0,0,0,0,1,0,0
192,172349,0,0,0,0,0,0,0,0
11,172350,0,36,,,,,,
15,172350,1,,,,,,,
192,172359,0,0,0,0,0,1,0,0
12,172374,3,19,,,,,,
192,172389,0,0,0,0,0,1,0,0
11,172399,0,39,,,,,,
192,172419,0,0,0,0,0,1,0,0
192,172449,0,0,0,0,0,1,0,0
11,172450,0,38,,,,,,
12,172450,3,18,,,,,,
15,172450,1,,,,,,,
192,172479,0,0,0,0,0,1,0,0
11,172499,0,38,,,,,,
192,172509,0,0,0,0,0,1,0,0
12,172524,3,17,,,,,,
192,172539,0,0,0,0,0,1,0,0
192,172549,0,0,0,0,1,0,0,0
11,172550,0,41,,,,,,
15,172550,1,,,,,,,
192,172569,0,0,0,0,0,1,0,0
192,172599,0,0,0,0,0,1,0,0
11,172600,0,41,,,,,,
12,172600,3,17,,,,,,
192,172629,0,0,0,0,0,1,0,0
192,172649,0,0,0,0,0,0,0,0
11,172650,0,38,,,,,,
15,172650,1,,,,,,,
192,172659,0,0,0,0,0,1,0,0
12,172674,3,18,,,,,,
192,172689,0,0,0,0,0,1,0,0
11,172699,0,39,,,,,,
192,172719,0,0,0,0,0,1,0,0
11,172749,0,38,,,,,,
12,172749,3,18,,,,,,
15,172750,1,,,,,,,
192,172750,0,0,0,0,0,1,0,0
192,172779,0,0,0,0,0,1,0,0
11,172799,0,37,,,,,,
192,172809,0,0,0,0,0,1,0,0
12,172824,3,17,,,,,,
192,172839,0,0,0,0,0,1,0,0
192,172849,0,0,0,0,1,0,0,0
11,172850,0,41,,,,,,
15,172850,1,,,,,,,
192,172869,0,0,0,0,0,1,0,0
192,172899,0,0,0,0,0,1,0,0
11,172900,0,37,,,,,,
12,172900,3,18,,,,,,
192,172900,0,0,0,0,0,0,0,0
192,172929,0,0,0,0,0,1,0,0
11,172949,0,38,,,,,,
15,172949,1,,,,,,,
192,172959,0,0,0,0,0,1,0,0
12,172974,3,17,,,,,,
192,172989,0,0,0,0,0,1,0,0
192,172999,0,0,0,0,1,0,0,0
11,173000,0,56,,,,,,
192,173019,0,0,0,0,0,1,0,0
192,173049,0,0,0,0,0,1,0,0
11,173050,0,92,,,,,,
12,173050,3,18,,,,,,
15,173050,1,,,,,,,
192,173079,0,0,0,0,0,1,0,0
11,173099,2,11,,,,,,
192,173109,0,0,0,0,0,1,0,0
12,173124,3,17,,,,,,
192,173139,0,0,0,0,0,1,0,0
11,173149,1,98,,,,,,
15,173149,1,,,,,,,
192,173169,0,0,0,0,0,1,0,0
11,173199,3,43,,,,,,
12,173199,3,18,,,,,,
192,173200,0,0,0,0,0,1,0,0
192,173229,0,0,0,0,0,1,0,0
11,173249,3,98,,,,,,
15,173249,1,,,,,,,
192,173259,0,0,0,0,0,1,0,0
12,173274,3,18,,,,,,
192,173289,0,0,0,0,0,1,0,0
11,173299,6,5,,,,,,
192,173319,0,0,0,0,0,1,0,0
192,173349,0,0,0,0,0,1,0,0
11,173350,6,41,,,,,,
12,173350,3,16,,,,,,
15,173350,1,,,,,,,
192,173379,0,0,0,0,0,1,0,0
11,173399,8,9,,,,,,
192,173409,0,0,0,0,0,1,0,0
12,173424,3,17,,,,,,
192,173439,0,0,0,0,0,1,0,0
11,173449,8,88,,,,,,
15,173449,1,,,,,,,
192,173469,0,0,0,0,0,1,0,0
12,173499,3,17,,,,,,
11,173499,10,6,,,,,,
192,173500,0,0,0,0,0,1,0,0
192,173529,0,0,0,0,0,1,0,0
11,173549,10,13,,,,,,
15,173549,1,,,,,,,
192,173559,0,0,0,0,0,1,0,0
12,173574,3,17,,,,,,
192,173589,0,0,0,0,0,1,0,0
11,173599,10,13,,,,,,
192,173619,0,0,0,0,0,1,0,0
192,173649,0,0,0,0,0,1,0,0
11,173650,10,13,,,,,,
12,173650,3,18,,,,,,
15,173650,1,,,,,,,
192,173679,0,0,0,0,0,1,0,0
11,173699,10,13,,,,,,
192,173709,0,0,0,0,0,1,0,0
12,173724,3,17,,,,,,
192,173739,0,0,0,0,0,1,0,0
11,173749,10,13,,,,,,
15,173749,1,,,,,,,
192,173769,0,0,0,0,0,1,0,0
12,173799,3,17,,,,,,
11,173799,10,14,,,,,,
192,173800,0,0,0,0,0,1,0,0
192,173829,0,0,0,0,0,1,0,0
15,173849,1,,,,,,,
11,173849,10,14,,,,,,
192,173859,0,0,0,0,0,1,0,0
12,173874,3,18,,,,,,
192,173889,0,0,0,0,0,1,0,0
11,173899,10,13,,,,,,
192,173919,0,0,0,0,0,1,0,0
15,173949,1,,,,,,,
11,173949,10,13,,,,,,
12,173950,3,18,,,,,,
192,173950,0,0,0,0,0,1,0,0
192,173979,0,0,0,0,0,1,0,0
11,173999,10,13,,,,,,
192,174009,0,0,0,0,0,1,0,0
12,174024,3,18,,,,,,
192,174039,0,0,0,0,0,1,0,0
11,174049,10,13,,,,,,
15,174049,1,,,,,,,
192,174069,0,0,0,0,0,1,0,0
192,174099,0,0,0,0,0,1,0,0
11,174100,10,13,,,,,,
12,174100,3,17,,,,,,
192,174129,0,0,0,0,0,1,0,0
11,174149,10,13,,,,,,
15,174149,1,,,,,,,
192,174159,0,0,0,0,0,1,0,0
12,174174,3,17,,,,,,
192,174189,0,0,0,0,0,1,0,0
11,174199,10,13,,,,,,
192,174219,0,0,0,0,0,1,0,0
11,174249,10,13,,,,,,
12,174249,3,18,,,,,,
15,174250,1,,,,,,,
192,174250,0,0,0,0,0,1,0,0
192,174279,0,0,0,0,0,1,0,0
11,174299,10,13,,,,,,
192,174309,0,0,0,0,0,1,0,0
12,174324,3,18,,,,,,
192,174339,0,0,0,0,0,1,0,0
11,174349,10,13,,,,,,
15,174349,1,,,,,,,
192,174369,0,0,0,0,0,1,0,0
192,174399,0,0,0,0,0,1,0,0
11,174400,10,14,,,,,,
12,174400,3,18,,,,,,
192,174429,0,0,0,0,0,1,0,0
15,174449,1,,,,,,,
11,174449,10,14,,,,,,
192,174459,0,0,0,0,0,1,0,0
12,174474,3,18,,,,,,
192,174489,0,0,0,0,0,1,0,0
11,174499,10,14,,,,,,
192,174519,0,0,0,0,0,1,0,0
11,174549,10,13,,,,,,
12,174549,3,18,,,,,,
15,174550,1,,,,,,,
192,174550,0,0,0,0,0,1,0,0
192,174579,0,0,0,0,0,1,0,0
11,174599,10,13,,,,,,
192,174609,0,0,0,0,0,1,0,0
12,174624,3,17,,,,,,
192,174639,0,0,0,0,0,1,0,0
11,174649,10,13,,,,,,
15,174649,1,,,,,,,
192,174669,0,0,0,0,0,1,0,0
192,174699,0,0,0,0,0,1,0,0
11,174700,8,66,,,,,,
12,174700,3,18,,,,,,
192,174729,0,0,0,0,0,1,0,0
11,174749,1,32,,,,,,
15,174749,1,,,,,,,
192,174759,0,0,0,0,0,1,0,0
12,174774,3,17,,,,,,
192,174789,0,0,0,0,0,1,0,0
192,174799,0,0,0,0,0,0,0,0
11,174800,0,0,,,,,,
192,174819,0,0,0,0,0,1,0,0
15,174849,1,,,,,,,
11,174849,0,0,,,,,,
12,174850,3,17,,,,,,
192,174850,0,0,0,0,0,1,0,0
192,174879,0,0,0,0,0,1,0,0
11,174899,0,21,,,,,,
192,174909,0,0,0,0,0,1,0,0
12,174924,3,17,,,,,,
192,174939,0,0,0,0,0,1,0,0
11,174949,0,34,,,,,,
15,174949,1,,,,,,,
192,174969,0,0,0,0,0,1,0,0
192,174999,0,0,0,0,0,1,0,0
11,175000,0,31,,,,,,
12,175000,3,17,,,,,,
192,175029,0,0,0,0,0,1,0,0
11,175049,0,34,,,,,,
15,175049,1,,,,,,,
192,175059,0,0,0,0,0,1,0,0
12,175074,3,17,,,,,,
192,175089,0,0,0,0,0,1,0,0
11,175099,0,35,,,,,,
192,175119,0,0,0,0,0,1,0,0
12,175149,3,17,,,,,,
11,175149,0,54,,,,,,
15,175150,1,,,,,,,
192,175150,0,0,0,0,1,0,0,0
192,175151,0,0,0,0,0,1,0,0
192,175179,0,0,0,0,0,1,0,0
11,175199,1,44,,,,,,
192,175209,0,0,0,0,0,1,0,0
12,175224,3,18,,,,,,
192,175239,0,0,0,0,0,1,0,0
11,175249,1,96,,,,,,
15,175249,1,,,,,,,
192,175269,0,0,0,0,0,1,0,0
192,175299,0,0,0,0,0,1,0,0
11,175300,3,41,,,,,,
12,175300,3,17,,,,,,
192,175329,0,0,0,0,0,1,0,0
11,175349,5,8,,,,,,
15,175349,1,,,,,,,
192,175359,0,0,0,0,0,1,0,0
12,175374,3,18,,,,,,
192,175389,0,0,0,0,0,1,0,0
11,175399,6,97,,,,,,
192,175419,0,0,0,0,0,1,0,0
15,175449,1,,,,,,,
11,175449,7,98,,,,,,
12,175450,3,18,,,,,,
192,175450,0,0,0,0,0,1,0,0
192,175479,0,0,0,0,0,1,0,0
11,175499,10,13,,,,,,
192,175509,0,0,0,0,0,1,0,0
12,175524,3,18,,,,,,
192,175539,0,0,0,0,0,1,0,0
11,175549,10,14,,,,,,
15,175549,1,,,,,,,
192,175569,0,0,0,0,0,1,0,0
192,175599,0,0,0,0,0,1,0,0
11,175600,10,14,,,,,,
12,175600,3,18,,,,,,
192,175629,0,0,0,0,0,1,0,0
15,175649,1,,,,,,,
11,175649,10,14,,,,,,
192,175659,0,0,0,0,0,1,0,0
12,175674,3,17,,,,,,
192,175689,0,0,0,0,0,1,0,0
11,175699,10,13,,,,,,
192,175719,0,0,0,0,0,1,0,0
12,175749,3,17,,,,,,
11,175749,10,13,,,,,,
15,175750,1,,,,,,,
192,175750,0,0,0,0,0,1,0,0
192,175779,0,0,0,0,0,1,0,0
11,175799,10,14,,,,,,
192,175809,0,0,0,0,0,1,0,0
12,175824,3,18,,,,,,
192,175839,0,0,0,0,0,1,0,0
15,175849,1,,,,,,,
11,175849,10,14,,,,,,
192,175869,0,0,0,0,0,1,0,0
192,175899,0,0,0,0,0,1,0,0
11,175900,10,14,,,,,,
12,175900,3,17,,,,,,
192,175929,0,0,0,0,0,1,0,0
11,175949,10,13,,,,,,
15,175949,1,,,,,,,
192,175959,0,0,0,0,0,1,0,0
12,175974,3,17,,,,,,
192,175989,0,0,0,0,0,1,0,0
11,175999,10,13,,,,,,
192,176019,0,0,0,0,0,1,0,0
192,176049,0,0,0,0,0,1,0,0
11,176050,10,14,,,,,,
12,176050,3,17,,,,,,
15,176050,1,,,,,,,
192,176079,0,0,0,0,0,1,0,0
11,176099,10,13,,,,,,
192,176109,0,0,0,0,0,1,0,0
12,176124,3,17,,,,,,
192,176139,0,0,0,0,0,1,0,0
15,176149,1,,,,,,,
11,176149,10,14,,,,,,
192,176169,0,0,0,0,0,1,0,0
11,176199,10,13,,,,,,
12,176199,3,18,,,,,,
192,176200,0,0,0,0,0,1,0,0
192,176229,0,0,0,0,0,1,0,0
11,176249,10,13,,,,,,
15,176249,1,,,,,,,
192,176259,0,0,0,0,0,1,0,0
12,176274,3,17,,,,,,
192,176289,0,0,0,0,0,1,0,0
11,176299,10,13,,,,,,
192,176319,0,0,0,0,0,1,0,0
192,176349,0,0,0,0,0,1,0,0
11,176350,5,59,,,,,,
12,176350,3,18,,,,,,
15,176350,1,,,,,,,
192,176379,0,0,0,0,0,1,0,0
11,176399,1,18,,,,,,
192,176409,0,0,0,0,0,1,0,0
12,176424,3,18,,,,,,
192,176439,0,0,0,0,0,1,0,0
192,176449,0,0,0,0,0,0,0,0
11,176450,0,0,,,,,,
15,176450,1,,,,,,,
192,176469,0,0,0,0,0,1,0,0
192,176499,0,0,0,0,0,1,0,0
11,176500,0,1,,,,,,
12,176500,3,17,,,,,,
192,176529,0,0,0,0,0,1,0,0
15,176549,1,,,,,,,
11,176549,0,3,,,,,,
192,176559,0,0,0,0,0,1,0,0
12,176574,3,18,,,,,,
192,176589,0,0,0,0,0,1,0,0
11,176599,0,33,,,,,,
192,176619,0,0,0,0,0,1,0,0
11,176649,0,31,,,,,,
12,176649,3,18,,,,,,
15,176650,1,,,,,,,
192,176650,0,0,0,0,0,1,0,0
192,176679,0,0,0,0,0,1,0,0
11,176699,0,33,,,,,,
192,176709,0,0,0,0,0,1,0,0
12,176724,3,18,,,,,,
192,176739,0,0,0,0,0,1,0,0
192,176749,0,0,0,0,1,0,0,0
11,176750,0,49,,,,,,
15,176750,1,,,,,,,
192,176769,0,0,0,0,0,1,0,0
192,176799,0,0,0,0,0,1,0,0
11,176800,0,81,,,,,,
12,176800,3,18,,,,,,
192,176829,0,0,0,0,0,1,0,0
11,176849,1,49,,,,,,
15,176849,1,,,,,,,
192,176859,0,0,0,0,0,1,0,0
12,176874,3,17,,,,,,
192,176889,0,0,0,0,0,1,0,0
11,176899,2,82,,,,,,
192,176919,0,0,0,0,0,1,0,0
12,176949,3,18,,,,,,
11,176949,3,2,,,,,,
15,176950,1,,,,,,,
192,176950,0,0,0,0,0,1,0,0
192,176979,0,0,0,0,0,1,0,0
11,176999,4,98,,,,,,
192,177009,0,0,0,0,0,1,0,0
12,177024,3,18,,,,,,
192,177039,0,0,0,0,0,1,0,0
11,177049,6,9,,,,,,
15,177049,1,,,,,,,
192,177069,0,0,0,0,0,1,0,0
192,177099,0,0,0,0,0,1,0,0
11,177100,7,78,,,,,,
12,177100,3,18,,,,,,
192,177129,0,0,0,0,0,1,0,0
11,177149,10,13,,,,,,
15,177149,1,,,,,,,
192,177159,0,0,0,0,0,1,0,0
12,177174,3,18,,,,,,
192,177189,0,0,0,0,0,1,0,0
11,177199,10,13,,,,,,
192,177219,0,0,0,0,0,1,0,0
12,177249,3,17,,,,,,
11,177249,10,14,,,,,,
15,177250,1,,,,,,,
192,177250,0,0,0,0,0,1,0,0
192,177279,0,0,0,0,0,1,0,0
11,177299,10,14,,,,,,
192,177309,0,0,0,0,0,1,0,0
12,177324,3,17,,,,,,
192,177339,0,0,0,0,0,1,0,0
11,177349,10,13,,,,,,
15,177349,1,,,,,,,
192,177369,0,0,0,0,0,1,0,0
192,177399,0,0,0,0,0,1,0,0
11,177400,10,14,,,,,,
12,177400,3,17,,,,,,
192,177429,0,0,0,0,0,1,0,0
11,177449,10,13,,,,,,
15,177449,1,,,,,,,
192,177459,0,0,0,0,0,1,0,0
12,177474,3,17,,,,,,
192,177489,0,0,0,0,0,1,0,0
11,177499,10,13,,,,,,
192,177519,0,0,0,0,0,1,0,0
11,177549,10,14,,,,,,
12,177549,3,18,,,,,,
15,177550,1,,,,,,,
192,177550,0,0,0,0,0,1,0,0
192,177579,0,0,0,0,0,1,0,0
11,177599,10,13,,,,,,
192,177609,0,0,0,0,0,1,0,0
12,177624,3,17,,,,,,
192,177639,0,0,0,0,0,1,0,0
11,177649,10,14,,,,,,
15,177649,1,,,,,,,
192,177669,0,0,0,0,0,1,0,0
192,177699,0,0,0,0,0,1,0,0
11,177700,10,14,,,,,,
12,177700,3,18,,,,,,
192,177729,0,0,0,0,0,1,0,0
11,177749,10,13,,,,,,
15,177749,1,,,,,,,
192,177759,0,0,0,0,0,1,0,0
12,177774,3,18,,,,,,
192,177789,0,0,0,0,0,1,0,0
11,177799,10,13,,,,,,
192,177819,0,0,0,0,0,1,0,0
15,177849,1,,,,,,,
11,177849,10,14,,,,,,
12,177850,3,18,,,,,,
192,177850,0,0,0,0,0,1,0,0
192,177879,0,0,0,0,0,1,0,0
11,177899,10,14,,,,,,
192,177909,0,0,0,0,0,1,0,0
12,177924,3,18,,,,,,
192,177939,0,0,0,0,0,1,0,0
11,177949,10,14,,,,,,
15,177949,1,,,,,,,
192,177969,0,0,0,0,0,1,0,0
192,177999,0,0,0,0,0,1,0,0
11,178000,10,14,,,,,,
12,178000,3,18,,,,,,
192,178029,0,0,0,0,0,1,0,0
11,178049,8,10,,,,,,
15,178049,1,,,,,,,
192,178059,0,0,0,0,0,1,0,0
12,178074,3,18,,,,,,
192,178089,0,0,0,0,0,1,0,0
11,178099,2,67,,,,,,
192,178119,0,0,0,0,0,1,0,0
11,178149,0,56,,,,,,
12,178149,3,18,,,,,,
15,178150,1,,,,,,,
192,178150,0,0,0,0,0,1,0,0
192,178179,0,0,0,0,0,1,0,0
192,178199,0,0,0,0,0,0,0,0
11,178200,0,1,,,,,,
192,178209,0,0,0,0,0,1,0,0
12,178224,3,17,,,,,,
192,178239,0,0,0,0,0,1,0,0
11,178249,0,1,,,,,,
15,178249,1,,,,,,,
192,178269,0,0,0,0,0,1,0,0
12,178299,3,18,,,,,,
11,178299,0,14,,,,,,
192,178300,0,0,0,0,0,1,0,0
192,178329,0,0,0,0,0,1,0,0
15,178349,1,,,,,,,
11,178349,0,25,,,,,,
192,178359,0,0,0,0,0,1,0,0
12,178374,3,18,,,,,,
192,178389,0,0,0,0,0,1,0,0
11,178399,0,29,,,,,,
192,178419,0,0,0,0,0,1,0,0
11,178449,0,26,,,,,,
12,178449,3,18,,,,,,
15,178450,1,,,,,,,
192,178450,0,0,0,0,0,1,0,0
192,178479,0,0,0,0,0,1,0,0
